#query	EC
TARA_ARC_108_MAG_00080_000000000046_28	-
TARA_ARC_108_MAG_00080_000000000046_29	-
TARA_ARC_108_MAG_00080_000000000046_30	2.1.1.79
TARA_ARC_108_MAG_00080_000000000046_31	-
TARA_ARC_108_MAG_00080_000000000047_2	-
TARA_ARC_108_MAG_00080_000000000047_3	-
TARA_ARC_108_MAG_00080_000000000047_4	-
TARA_ARC_108_MAG_00080_000000000047_5	-
TARA_ARC_108_MAG_00080_000000000047_6	-
TARA_ARC_108_MAG_00080_000000000047_7	-
TARA_ARC_108_MAG_00080_000000000047_8	-
TARA_ARC_108_MAG_00080_000000000047_9	-
TARA_ARC_108_MAG_00080_000000000047_10	-
TARA_ARC_108_MAG_00080_000000000047_11	-
TARA_ARC_108_MAG_00080_000000000047_12	2.1.1.61
TARA_ARC_108_MAG_00080_000000000047_13	-
TARA_ARC_108_MAG_00080_000000000048_1	-
TARA_ARC_108_MAG_00080_000000000048_2	2.7.1.15
TARA_ARC_108_MAG_00080_000000000048_3	-
TARA_ARC_108_MAG_00080_000000000049_1	-
TARA_ARC_108_MAG_00080_000000000049_2	-
TARA_ARC_108_MAG_00080_000000000049_3	3.1.4.53
TARA_ARC_108_MAG_00080_000000000049_4	-
TARA_ARC_108_MAG_00080_000000000049_5	3.6.1.13
TARA_ARC_108_MAG_00080_000000000049_6	-
TARA_ARC_108_MAG_00080_000000000049_7	-
TARA_ARC_108_MAG_00080_000000000049_8	-
TARA_ARC_108_MAG_00080_000000000049_9	3.6.4.13
TARA_ARC_108_MAG_00080_000000000049_10	1.3.1.76,2.1.1.107,4.99.1.4
TARA_ARC_108_MAG_00080_000000000049_11	-
TARA_ARC_108_MAG_00080_000000000049_12	-
TARA_ARC_108_MAG_00080_000000000049_13	-
TARA_ARC_108_MAG_00080_000000000049_14	5.4.99.28,5.4.99.29
TARA_ARC_108_MAG_00080_000000000049_15	-
TARA_ARC_108_MAG_00080_000000000050_2	-
TARA_ARC_108_MAG_00080_000000000050_3	-
TARA_ARC_108_MAG_00080_000000000050_4	-
TARA_ARC_108_MAG_00080_000000000050_5	-
TARA_ARC_108_MAG_00080_000000000050_6	-
TARA_ARC_108_MAG_00080_000000000050_7	2.7.7.73,2.7.7.80
TARA_ARC_108_MAG_00080_000000000050_8	2.7.7.75
TARA_ARC_108_MAG_00080_000000000050_9	4.6.1.17
TARA_ARC_108_MAG_00080_000000000050_10	2.7.7.77,2.8.1.12
TARA_ARC_108_MAG_00080_000000000050_11	2.8.1.12
TARA_ARC_108_MAG_00080_000000000050_12	-
TARA_ARC_108_MAG_00080_000000000050_13	-
TARA_ARC_108_MAG_00080_000000000050_14	3.6.3.29
TARA_ARC_108_MAG_00080_000000000050_15	1.3.98.3
TARA_ARC_108_MAG_00080_000000000050_16	-
TARA_ARC_108_MAG_00080_000000000050_17	-
TARA_ARC_108_MAG_00080_000000000050_18	-
TARA_ARC_108_MAG_00080_000000000051_1	-
TARA_ARC_108_MAG_00080_000000000051_2	-
TARA_ARC_108_MAG_00080_000000000051_3	-
TARA_ARC_108_MAG_00080_000000000051_4	-
TARA_ARC_108_MAG_00080_000000000051_5	3.6.3.54
TARA_ARC_108_MAG_00080_000000000051_6	-
TARA_ARC_108_MAG_00080_000000000051_7	-
TARA_ARC_108_MAG_00080_000000000052_1	-
TARA_ARC_108_MAG_00080_000000000052_2	-
TARA_ARC_108_MAG_00080_000000000052_3	2.8.1.1,2.8.1.2
TARA_ARC_108_MAG_00080_000000000052_4	-
TARA_ARC_108_MAG_00080_000000000052_5	-
TARA_ARC_108_MAG_00080_000000000052_6	1.1.1.94
TARA_ARC_108_MAG_00080_000000000052_7	2.1.1.207
TARA_ARC_108_MAG_00080_000000000052_8	3.1.1.5
TARA_ARC_108_MAG_00080_000000000052_9	2.7.13.3
TARA_ARC_108_MAG_00080_000000000052_10	-
TARA_ARC_108_MAG_00080_000000000052_11	-
TARA_ARC_108_MAG_00080_000000000052_12	-
TARA_ARC_108_MAG_00080_000000000052_13	-
TARA_ARC_108_MAG_00080_000000000052_14	-
TARA_ARC_108_MAG_00080_000000000052_15	4.2.3.3
TARA_ARC_108_MAG_00080_000000000052_16	1.2.1.38
TARA_ARC_108_MAG_00080_000000000052_17	2.3.1.1,2.7.2.8
TARA_ARC_108_MAG_00080_000000000052_18	2.1.3.3
TARA_ARC_108_MAG_00080_000000000052_19	6.3.4.5
TARA_ARC_108_MAG_00080_000000000053_1	-
TARA_ARC_108_MAG_00080_000000000053_2	5.4.99.12
TARA_ARC_108_MAG_00080_000000000053_3	2.1.3.15,6.4.1.2
TARA_ARC_108_MAG_00080_000000000053_4	6.3.2.12,6.3.2.17
TARA_ARC_108_MAG_00080_000000000053_5	-
TARA_ARC_108_MAG_00080_000000000053_6	-
TARA_ARC_108_MAG_00080_000000000053_7	2.4.2.14
TARA_ARC_108_MAG_00080_000000000053_8	-
TARA_ARC_108_MAG_00080_000000000054_1	-
TARA_ARC_108_MAG_00080_000000000054_2	-
TARA_ARC_108_MAG_00080_000000000055_1	-
TARA_ARC_108_MAG_00080_000000000055_2	-
TARA_ARC_108_MAG_00080_000000000055_3	-
TARA_ARC_108_MAG_00080_000000000055_4	-
TARA_ARC_108_MAG_00080_000000000055_5	2.4.2.29
TARA_ARC_108_MAG_00080_000000000055_6	2.4.99.17
TARA_ARC_108_MAG_00080_000000000055_7	-
TARA_ARC_108_MAG_00080_000000000055_8	-
TARA_ARC_108_MAG_00080_000000000055_9	-
TARA_ARC_108_MAG_00080_000000000055_10	-
TARA_ARC_108_MAG_00080_000000000055_11	-
TARA_ARC_108_MAG_00080_000000000056_2	-
TARA_ARC_108_MAG_00080_000000000056_3	-
TARA_ARC_108_MAG_00080_000000000056_4	-
TARA_ARC_108_MAG_00080_000000000056_5	2.7.13.3
TARA_ARC_108_MAG_00080_000000000056_6	-
TARA_ARC_108_MAG_00080_000000000056_8	-
TARA_ARC_108_MAG_00080_000000000057_1	-
TARA_ARC_108_MAG_00080_000000000057_2	-
TARA_ARC_108_MAG_00080_000000000057_3	-
TARA_ARC_108_MAG_00080_000000000057_4	-
TARA_ARC_108_MAG_00080_000000000057_5	-
TARA_ARC_108_MAG_00080_000000000057_6	-
TARA_ARC_108_MAG_00080_000000000058_1	-
TARA_ARC_108_MAG_00080_000000000058_2	-
TARA_ARC_108_MAG_00080_000000000059_1	4.2.1.33,4.2.1.35
TARA_ARC_108_MAG_00080_000000000059_2	-
TARA_ARC_108_MAG_00080_000000000059_3	-
TARA_ARC_108_MAG_00080_000000000059_4	-
TARA_ARC_108_MAG_00080_000000000059_5	2.7.7.72
TARA_ARC_108_MAG_00080_000000000059_6	3.6.4.13
TARA_ARC_108_MAG_00080_000000000060_1	1.4.4.2
TARA_ARC_108_MAG_00080_000000000060_2	-
TARA_ARC_108_MAG_00080_000000000060_3	2.1.2.10
TARA_ARC_108_MAG_00080_000000000060_4	-
TARA_ARC_108_MAG_00080_000000000060_5	3.4.13.9
TARA_ARC_108_MAG_00080_000000000061_1	2.7.9.2
TARA_ARC_108_MAG_00080_000000000061_2	1.3.99.16
TARA_ARC_108_MAG_00080_000000000061_3	1.3.99.16
TARA_ARC_108_MAG_00080_000000000061_4	-
TARA_ARC_108_MAG_00080_000000000061_5	-
TARA_ARC_108_MAG_00080_000000000062_1	-
TARA_ARC_108_MAG_00080_000000000062_2	2.5.1.18
TARA_ARC_108_MAG_00080_000000000062_3	-
TARA_ARC_108_MAG_00080_000000000062_4	-
TARA_ARC_108_MAG_00080_000000000062_5	3.1.4.52
TARA_ARC_108_MAG_00080_000000000062_6	3.5.4.25
TARA_ARC_108_MAG_00080_000000000062_7	-
TARA_ARC_108_MAG_00080_000000000062_8	-
TARA_ARC_108_MAG_00080_000000000062_9	-
TARA_ARC_108_MAG_00080_000000000063_1	-
TARA_ARC_108_MAG_00080_000000000063_4	1.9.3.1
TARA_ARC_108_MAG_00080_000000000063_5	-
TARA_ARC_108_MAG_00080_000000000063_6	3.6.4.12
TARA_ARC_108_MAG_00080_000000000063_7	-
TARA_ARC_108_MAG_00080_000000000063_8	2.5.1.39
TARA_ARC_108_MAG_00080_000000000063_9	4.1.3.40
TARA_ARC_108_MAG_00080_000000000063_10	-
TARA_ARC_108_MAG_00080_000000000063_11	-
TARA_ARC_108_MAG_00080_000000000063_12	2.8.1.1
TARA_ARC_108_MAG_00080_000000000063_13	1.1.1.103
TARA_ARC_108_MAG_00080_000000000063_14	2.3.1.29
TARA_ARC_108_MAG_00080_000000000063_15	-
TARA_ARC_108_MAG_00080_000000000064_1	6.1.1.17
TARA_ARC_108_MAG_00080_000000000065_1	6.5.1.1,6.5.1.6,6.5.1.7
TARA_ARC_108_MAG_00080_000000000065_2	4.2.1.3,4.2.1.99
TARA_ARC_108_MAG_00080_000000000066_1	3.4.16.4
TARA_ARC_108_MAG_00080_000000000066_2	-
TARA_ARC_108_MAG_00080_000000000066_3	2.1.1.199
TARA_ARC_108_MAG_00080_000000000066_4	-
TARA_ARC_108_MAG_00080_000000000066_5	-
TARA_ARC_108_MAG_00080_000000000066_6	3.4.13.19
TARA_ARC_108_MAG_00080_000000000066_7	-
TARA_ARC_108_MAG_00080_000000000066_8	-
TARA_ARC_108_MAG_00080_000000000066_9	-
TARA_ARC_108_MAG_00080_000000000066_10	-
TARA_ARC_108_MAG_00080_000000000066_12	-
TARA_ARC_108_MAG_00080_000000000066_13	1.11.1.15
TARA_ARC_108_MAG_00080_000000000066_14	-
TARA_ARC_108_MAG_00080_000000000067_1	2.1.1.35
TARA_ARC_108_MAG_00080_000000000067_2	-
TARA_ARC_108_MAG_00080_000000000067_3	-
TARA_ARC_108_MAG_00080_000000000067_4	1.14.19.1
TARA_ARC_108_MAG_00080_000000000067_5	1.6.1.1
TARA_ARC_108_MAG_00080_000000000067_6	-
TARA_ARC_108_MAG_00080_000000000067_7	-
TARA_ARC_108_MAG_00080_000000000067_8	-
TARA_ARC_108_MAG_00080_000000000067_9	-
TARA_ARC_108_MAG_00080_000000000068_1	1.1.1.343,1.1.1.44
TARA_ARC_108_MAG_00080_000000000068_2	1.8.4.12
TARA_ARC_108_MAG_00080_000000000068_3	-
TARA_ARC_108_MAG_00080_000000000068_4	1.2.1.12
TARA_ARC_108_MAG_00080_000000000068_5	-
TARA_ARC_108_MAG_00080_000000000068_6	-
TARA_ARC_108_MAG_00080_000000000068_7	-
TARA_ARC_108_MAG_00080_000000000068_8	-
TARA_ARC_108_MAG_00080_000000000068_9	-
TARA_ARC_108_MAG_00080_000000000068_10	-
TARA_ARC_108_MAG_00080_000000000068_11	-
TARA_ARC_108_MAG_00080_000000000068_12	-
TARA_ARC_108_MAG_00080_000000000068_13	3.1.3.89
TARA_ARC_108_MAG_00080_000000000068_14	-
TARA_ARC_108_MAG_00080_000000000068_15	-
TARA_ARC_108_MAG_00080_000000000068_16	-
TARA_ARC_108_MAG_00080_000000000068_17	-
TARA_ARC_108_MAG_00080_000000000068_18	2.1.1.80,3.1.1.61
TARA_ARC_108_MAG_00080_000000000068_19	-
TARA_ARC_108_MAG_00080_000000000068_20	-
TARA_ARC_108_MAG_00080_000000000068_21	-
TARA_ARC_108_MAG_00080_000000000068_22	-
TARA_ARC_108_MAG_00080_000000000069_1	-
TARA_ARC_108_MAG_00080_000000000069_2	-
TARA_ARC_108_MAG_00080_000000000069_3	3.5.4.4
TARA_ARC_108_MAG_00080_000000000069_4	-
TARA_ARC_108_MAG_00080_000000000069_5	3.5.3.9
TARA_ARC_108_MAG_00080_000000000069_6	2.6.1.112,2.6.1.44,2.6.1.45,2.6.1.51
TARA_ARC_108_MAG_00080_000000000070_1	-
TARA_ARC_108_MAG_00080_000000000070_2	-
TARA_ARC_108_MAG_00080_000000000070_3	-
TARA_ARC_108_MAG_00080_000000000070_4	-
TARA_ARC_108_MAG_00080_000000000070_5	6.1.1.3
TARA_ARC_108_MAG_00080_000000000070_6	1.5.1.33
TARA_ARC_108_MAG_00080_000000000071_2	-
TARA_ARC_108_MAG_00080_000000000071_3	-
TARA_ARC_108_MAG_00080_000000000071_4	-
TARA_ARC_108_MAG_00080_000000000071_5	-
TARA_ARC_108_MAG_00080_000000000071_6	-
TARA_ARC_108_MAG_00080_000000000071_7	-
TARA_ARC_108_MAG_00080_000000000071_8	-
TARA_ARC_108_MAG_00080_000000000071_9	3.6.3.34
TARA_ARC_108_MAG_00080_000000000071_10	3.1.21.3
TARA_ARC_108_MAG_00080_000000000071_11	2.1.1.72
TARA_ARC_108_MAG_00080_000000000071_12	-
TARA_ARC_108_MAG_00080_000000000072_1	1.1.1.267
TARA_ARC_108_MAG_00080_000000000072_2	-
TARA_ARC_108_MAG_00080_000000000072_3	-
TARA_ARC_108_MAG_00080_000000000072_4	-
TARA_ARC_108_MAG_00080_000000000072_5	4.2.1.59
TARA_ARC_108_MAG_00080_000000000072_6	2.3.1.129
TARA_ARC_108_MAG_00080_000000000072_7	2.4.1.182
TARA_ARC_108_MAG_00080_000000000072_8	3.1.26.4
TARA_ARC_108_MAG_00080_000000000072_9	2.7.7.7
TARA_ARC_108_MAG_00080_000000000073_2	-
TARA_ARC_108_MAG_00080_000000000073_3	-
TARA_ARC_108_MAG_00080_000000000073_4	-
TARA_ARC_108_MAG_00080_000000000073_5	-
TARA_ARC_108_MAG_00080_000000000073_6	-
TARA_ARC_108_MAG_00080_000000000073_7	-
TARA_ARC_108_MAG_00080_000000000074_1	-
TARA_ARC_108_MAG_00080_000000000074_2	-
TARA_ARC_108_MAG_00080_000000000074_3	-
TARA_ARC_108_MAG_00080_000000000074_4	-
TARA_ARC_108_MAG_00080_000000000074_5	-
TARA_ARC_108_MAG_00080_000000000074_6	3.6.4.12
TARA_ARC_108_MAG_00080_000000000075_1	-
TARA_ARC_108_MAG_00080_000000000075_2	-
TARA_ARC_108_MAG_00080_000000000075_3	-
TARA_ARC_108_MAG_00080_000000000076_1	-
TARA_ARC_108_MAG_00080_000000000076_2	-
TARA_ARC_108_MAG_00080_000000000076_3	-
TARA_ARC_108_MAG_00080_000000000076_4	-
TARA_ARC_108_MAG_00080_000000000077_1	1.10.3.14
TARA_ARC_108_MAG_00080_000000000077_2	1.10.3.14
TARA_ARC_108_MAG_00080_000000000077_3	-
TARA_ARC_108_MAG_00080_000000000077_4	-
TARA_ARC_108_MAG_00080_000000000077_5	-
TARA_ARC_108_MAG_00080_000000000077_6	-
TARA_ARC_108_MAG_00080_000000000077_7	-
TARA_ARC_108_MAG_00080_000000000077_8	-
TARA_ARC_108_MAG_00080_000000000077_9	-
TARA_ARC_108_MAG_00080_000000000077_10	-
TARA_ARC_108_MAG_00080_000000000077_11	-
TARA_ARC_108_MAG_00080_000000000077_12	-
TARA_ARC_108_MAG_00080_000000000077_13	-
TARA_ARC_108_MAG_00080_000000000077_14	3.2.1.177
TARA_ARC_108_MAG_00080_000000000077_15	-
TARA_ARC_108_MAG_00080_000000000077_16	-
TARA_ARC_108_MAG_00080_000000000078_2	-
TARA_ARC_108_MAG_00080_000000000078_3	-
TARA_ARC_108_MAG_00080_000000000078_4	2.8.1.7
TARA_ARC_108_MAG_00080_000000000078_5	-
TARA_ARC_108_MAG_00080_000000000078_6	-
TARA_ARC_108_MAG_00080_000000000079_1	-
TARA_ARC_108_MAG_00080_000000000079_2	1.14.11.2
TARA_ARC_108_MAG_00080_000000000079_3	-
TARA_ARC_108_MAG_00080_000000000079_4	2.7.13.3
TARA_ARC_108_MAG_00080_000000000080_1	-
TARA_ARC_108_MAG_00080_000000000080_2	2.7.1.19,2.7.1.48
TARA_ARC_108_MAG_00080_000000000080_3	-
TARA_ARC_108_MAG_00080_000000000080_4	-
TARA_ARC_108_MAG_00080_000000000081_1	2.1.1.80,2.7.7.65,3.1.1.61
TARA_ARC_108_MAG_00080_000000000081_2	2.1.1.80,2.7.7.65,3.1.1.61
TARA_ARC_108_MAG_00080_000000000081_3	3.1.11.1
TARA_ARC_108_MAG_00080_000000000081_4	-
TARA_ARC_108_MAG_00080_000000000081_5	-
TARA_ARC_108_MAG_00080_000000000081_6	2.3.1.9
TARA_ARC_108_MAG_00080_000000000081_7	-
TARA_ARC_108_MAG_00080_000000000081_8	1.3.8.4
TARA_ARC_108_MAG_00080_000000000081_9	6.4.1.4
TARA_ARC_108_MAG_00080_000000000081_10	4.2.1.18
TARA_ARC_108_MAG_00080_000000000081_11	6.4.1.4
TARA_ARC_108_MAG_00080_000000000081_12	4.1.3.4
TARA_ARC_108_MAG_00080_000000000081_13	-
TARA_ARC_108_MAG_00080_000000000081_15	-
TARA_ARC_108_MAG_00080_000000000081_16	-
TARA_ARC_108_MAG_00080_000000000081_17	-
TARA_ARC_108_MAG_00080_000000000081_18	3.2.2.1
TARA_ARC_108_MAG_00080_000000000082_1	-
TARA_ARC_108_MAG_00080_000000000082_2	-
TARA_ARC_108_MAG_00080_000000000082_3	-
TARA_ARC_108_MAG_00080_000000000082_4	-
TARA_ARC_108_MAG_00080_000000000082_5	-
TARA_ARC_108_MAG_00080_000000000082_6	-
TARA_ARC_108_MAG_00080_000000000082_7	-
TARA_ARC_108_MAG_00080_000000000082_8	2.7.13.3
TARA_ARC_108_MAG_00080_000000000082_9	-
TARA_ARC_108_MAG_00080_000000000082_12	-
TARA_ARC_108_MAG_00080_000000000082_13	-
TARA_ARC_108_MAG_00080_000000000082_14	-
TARA_ARC_108_MAG_00080_000000000082_16	-
TARA_ARC_108_MAG_00080_000000000082_17	-
TARA_ARC_108_MAG_00080_000000000082_18	-
TARA_ARC_108_MAG_00080_000000000083_1	1.6.5.8
TARA_ARC_108_MAG_00080_000000000083_2	1.6.5.8
TARA_ARC_108_MAG_00080_000000000083_3	1.6.5.8
TARA_ARC_108_MAG_00080_000000000083_4	1.6.5.8
TARA_ARC_108_MAG_00080_000000000083_5	1.6.5.8
TARA_ARC_108_MAG_00080_000000000083_6	2.7.1.180
TARA_ARC_108_MAG_00080_000000000083_7	-
TARA_ARC_108_MAG_00080_000000000083_8	2.7.7.7
TARA_ARC_108_MAG_00080_000000000083_9	-
TARA_ARC_108_MAG_00080_000000000083_10	-
TARA_ARC_108_MAG_00080_000000000083_11	-
TARA_ARC_108_MAG_00080_000000000083_12	-
TARA_ARC_108_MAG_00080_000000000083_13	-
TARA_ARC_108_MAG_00080_000000000084_1	-
TARA_ARC_108_MAG_00080_000000000084_2	-
TARA_ARC_108_MAG_00080_000000000084_3	-
TARA_ARC_108_MAG_00080_000000000084_4	-
TARA_ARC_108_MAG_00080_000000000084_5	-
TARA_ARC_108_MAG_00080_000000000084_6	-
TARA_ARC_108_MAG_00080_000000000084_7	-
TARA_ARC_108_MAG_00080_000000000084_9	6.3.5.3
TARA_ARC_108_MAG_00080_000000000084_10	-
TARA_ARC_108_MAG_00080_000000000084_12	3.5.4.33
TARA_ARC_108_MAG_00080_000000000084_13	-
TARA_ARC_108_MAG_00080_000000000084_14	-
TARA_ARC_108_MAG_00080_000000000084_15	-
TARA_ARC_108_MAG_00080_000000000085_2	-
TARA_ARC_108_MAG_00080_000000000085_3	-
TARA_ARC_108_MAG_00080_000000000086_1	1.1.1.267
TARA_ARC_108_MAG_00080_000000000086_2	2.7.7.41
TARA_ARC_108_MAG_00080_000000000086_3	2.5.1.31
TARA_ARC_108_MAG_00080_000000000086_4	-
TARA_ARC_108_MAG_00080_000000000086_5	2.7.4.22
TARA_ARC_108_MAG_00080_000000000086_6	-
TARA_ARC_108_MAG_00080_000000000086_7	-
TARA_ARC_108_MAG_00080_000000000086_8	3.4.11.18
TARA_ARC_108_MAG_00080_000000000086_9	2.7.7.59
TARA_ARC_108_MAG_00080_000000000087_1	2.7.1.130
TARA_ARC_108_MAG_00080_000000000087_2	-
TARA_ARC_108_MAG_00080_000000000087_3	2.7.7.38
TARA_ARC_108_MAG_00080_000000000087_4	-
TARA_ARC_108_MAG_00080_000000000087_5	2.8.4.4
TARA_ARC_108_MAG_00080_000000000087_6	-
TARA_ARC_108_MAG_00080_000000000087_7	-
TARA_ARC_108_MAG_00080_000000000087_8	-
TARA_ARC_108_MAG_00080_000000000087_9	-
TARA_ARC_108_MAG_00080_000000000087_10	1.8.5.7
TARA_ARC_108_MAG_00080_000000000087_11	5.4.2.8
TARA_ARC_108_MAG_00080_000000000087_12	-
TARA_ARC_108_MAG_00080_000000000087_13	2.3.3.1
TARA_ARC_108_MAG_00080_000000000087_14	-
TARA_ARC_108_MAG_00080_000000000087_15	-
TARA_ARC_108_MAG_00080_000000000087_16	1.3.5.1,1.3.5.4
TARA_ARC_108_MAG_00080_000000000087_17	1.3.5.1,1.3.5.4
TARA_ARC_108_MAG_00080_000000000087_18	1.2.4.2
TARA_ARC_108_MAG_00080_000000000087_19	2.3.1.61
TARA_ARC_108_MAG_00080_000000000087_20	6.2.1.5,6.2.1.9
TARA_ARC_108_MAG_00080_000000000087_21	6.2.1.5
TARA_ARC_108_MAG_00080_000000000088_1	-
TARA_ARC_108_MAG_00080_000000000088_2	1.7.1.15
TARA_ARC_108_MAG_00080_000000000088_3	1.7.1.15
TARA_ARC_108_MAG_00080_000000000088_4	-
TARA_ARC_108_MAG_00080_000000000088_5	-
TARA_ARC_108_MAG_00080_000000000088_6	-
TARA_ARC_108_MAG_00080_000000000088_7	-
TARA_ARC_108_MAG_00080_000000000088_8	3.6.1.27
TARA_ARC_108_MAG_00080_000000000088_9	-
TARA_ARC_108_MAG_00080_000000000088_10	-
TARA_ARC_108_MAG_00080_000000000088_11	2.1.1.172,2.1.1.174
TARA_ARC_108_MAG_00080_000000000088_12	5.2.1.8
TARA_ARC_108_MAG_00080_000000000088_13	-
TARA_ARC_108_MAG_00080_000000000088_14	-
TARA_ARC_108_MAG_00080_000000000088_15	-
TARA_ARC_108_MAG_00080_000000000088_16	-
TARA_ARC_108_MAG_00080_000000000088_17	-
TARA_ARC_108_MAG_00080_000000000088_18	5.4.3.2
TARA_ARC_108_MAG_00080_000000000088_19	-
TARA_ARC_108_MAG_00080_000000000088_20	-
TARA_ARC_108_MAG_00080_000000000088_21	-
TARA_ARC_108_MAG_00080_000000000088_22	3.1.3.96
TARA_ARC_108_MAG_00080_000000000088_23	-
TARA_ARC_108_MAG_00080_000000000088_24	2.1.1.80,3.1.1.61
TARA_ARC_108_MAG_00080_000000000088_25	-
TARA_ARC_108_MAG_00080_000000000089_1	3.1.3.16
TARA_ARC_108_MAG_00080_000000000089_2	4.2.1.104
TARA_ARC_108_MAG_00080_000000000090_1	2.7.13.3
TARA_ARC_108_MAG_00080_000000000090_2	6.2.1.3
TARA_ARC_108_MAG_00080_000000000091_1	-
TARA_ARC_108_MAG_00080_000000000091_2	-
TARA_ARC_108_MAG_00080_000000000091_3	-
TARA_ARC_108_MAG_00080_000000000091_4	-
TARA_ARC_108_MAG_00080_000000000091_5	-
TARA_ARC_108_MAG_00080_000000000091_6	2.3.1.9
TARA_ARC_108_MAG_00080_000000000091_7	1.1.1.35
TARA_ARC_108_MAG_00080_000000000091_8	3.8.1.5
TARA_ARC_108_MAG_00080_000000000091_9	-
TARA_ARC_108_MAG_00080_000000000091_11	-
TARA_ARC_108_MAG_00080_000000000091_12	1.6.5.5
TARA_ARC_108_MAG_00080_000000000091_13	-
TARA_ARC_108_MAG_00080_000000000091_14	1.3.8.7
TARA_ARC_108_MAG_00080_000000000091_15	-
TARA_ARC_108_MAG_00080_000000000091_16	-
TARA_ARC_108_MAG_00080_000000000092_1	1.14.19.9
TARA_ARC_108_MAG_00080_000000000092_2	-
TARA_ARC_108_MAG_00080_000000000092_3	-
TARA_ARC_108_MAG_00080_000000000092_4	-
TARA_ARC_108_MAG_00080_000000000092_5	2.7.7.56
TARA_ARC_108_MAG_00080_000000000092_6	2.4.2.10
TARA_ARC_108_MAG_00080_000000000092_7	-
TARA_ARC_108_MAG_00080_000000000092_8	-
TARA_ARC_108_MAG_00080_000000000093_1	-
TARA_ARC_108_MAG_00080_000000000093_2	-
TARA_ARC_108_MAG_00080_000000000093_3	4.2.1.1
TARA_ARC_108_MAG_00080_000000000093_4	-
TARA_ARC_108_MAG_00080_000000000093_5	-
TARA_ARC_108_MAG_00080_000000000093_6	-
TARA_ARC_108_MAG_00080_000000000093_7	3.4.24.71
TARA_ARC_108_MAG_00080_000000000093_8	-
TARA_ARC_108_MAG_00080_000000000093_9	-
TARA_ARC_108_MAG_00080_000000000093_10	6.1.1.7
TARA_ARC_108_MAG_00080_000000000094_1	-
TARA_ARC_108_MAG_00080_000000000094_2	-
TARA_ARC_108_MAG_00080_000000000094_3	3.4.21.107
TARA_ARC_108_MAG_00080_000000000094_4	3.1.3.16
TARA_ARC_108_MAG_00080_000000000094_5	-
TARA_ARC_108_MAG_00080_000000000094_6	-
TARA_ARC_108_MAG_00080_000000000094_7	-
TARA_ARC_108_MAG_00080_000000000095_1	-
TARA_ARC_108_MAG_00080_000000000095_2	-
TARA_ARC_108_MAG_00080_000000000095_3	-
TARA_ARC_108_MAG_00080_000000000095_4	3.1.1.5
TARA_ARC_108_MAG_00080_000000000095_6	-
TARA_ARC_108_MAG_00080_000000000095_7	-
TARA_ARC_108_MAG_00080_000000000095_8	-
TARA_ARC_108_MAG_00080_000000000095_10	-
TARA_ARC_108_MAG_00080_000000000096_1	6.3.2.6,6.3.4.13
TARA_ARC_108_MAG_00080_000000000096_2	-
TARA_ARC_108_MAG_00080_000000000096_3	-
TARA_ARC_108_MAG_00080_000000000097_1	-
TARA_ARC_108_MAG_00080_000000000097_2	3.1.3.16
TARA_ARC_108_MAG_00080_000000000097_3	3.4.24.28
TARA_ARC_108_MAG_00080_000000000098_1	1.2.1.3
TARA_ARC_108_MAG_00080_000000000098_2	-
TARA_ARC_108_MAG_00080_000000000098_3	2.3.2.2,3.4.19.13
TARA_ARC_108_MAG_00080_000000000098_4	-
TARA_ARC_108_MAG_00080_000000000099_1	3.6.4.13
TARA_ARC_108_MAG_00080_000000000099_2	-
TARA_ARC_108_MAG_00080_000000000099_3	-
TARA_ARC_108_MAG_00080_000000000099_4	2.4.1.129,3.4.16.4
TARA_ARC_108_MAG_00080_000000000099_6	-
TARA_ARC_108_MAG_00080_000000000099_7	-
TARA_ARC_108_MAG_00080_000000000099_8	-
TARA_ARC_108_MAG_00080_000000000099_9	-
TARA_ARC_108_MAG_00080_000000000099_10	-
TARA_ARC_108_MAG_00080_000000000099_11	-
TARA_ARC_108_MAG_00080_000000000099_12	-
TARA_ARC_108_MAG_00080_000000000099_13	2.3.2.2,3.4.19.13
TARA_ARC_108_MAG_00080_000000000099_14	-
TARA_ARC_108_MAG_00080_000000000099_15	4.6.1.1
TARA_ARC_108_MAG_00080_000000000100_1	-
TARA_ARC_108_MAG_00080_000000000100_2	4.4.1.8
TARA_ARC_108_MAG_00080_000000000100_3	-
TARA_ARC_108_MAG_00080_000000000100_4	-
TARA_ARC_108_MAG_00080_000000000100_5	-
TARA_ARC_108_MAG_00080_000000000101_1	1.17.1.4
TARA_ARC_108_MAG_00080_000000000101_2	-
TARA_ARC_108_MAG_00080_000000000101_3	4.1.1.97
TARA_ARC_108_MAG_00080_000000000101_4	3.5.2.17
TARA_ARC_108_MAG_00080_000000000101_5	3.5.4.3
TARA_ARC_108_MAG_00080_000000000101_6	-
TARA_ARC_108_MAG_00080_000000000102_1	3.2.2.1
TARA_ARC_108_MAG_00080_000000000102_2	2.7.7.27
TARA_ARC_108_MAG_00080_000000000102_3	-
TARA_ARC_108_MAG_00080_000000000102_4	-
TARA_ARC_108_MAG_00080_000000000102_5	3.1.2.20
TARA_ARC_108_MAG_00080_000000000103_1	4.1.99.3
TARA_ARC_108_MAG_00080_000000000103_2	4.1.99.3
TARA_ARC_108_MAG_00080_000000000103_3	-
TARA_ARC_108_MAG_00080_000000000104_1	3.1.1.31
