#query	EC
TARA_ARC_108_MAG_00174_000000000014_41	1.1.2.8
TARA_ARC_108_MAG_00174_000000000014_42	-
TARA_ARC_108_MAG_00174_000000000014_43	-
TARA_ARC_108_MAG_00174_000000000014_44	1.1.2.8
TARA_ARC_108_MAG_00174_000000000014_45	-
TARA_ARC_108_MAG_00174_000000000014_46	-
TARA_ARC_108_MAG_00174_000000000014_47	2.7.13.3
TARA_ARC_108_MAG_00174_000000000014_48	-
TARA_ARC_108_MAG_00174_000000000014_49	-
TARA_ARC_108_MAG_00174_000000000014_50	-
TARA_ARC_108_MAG_00174_000000000014_51	-
TARA_ARC_108_MAG_00174_000000000014_52	-
TARA_ARC_108_MAG_00174_000000000014_53	-
TARA_ARC_108_MAG_00174_000000000014_54	-
TARA_ARC_108_MAG_00174_000000000014_55	-
TARA_ARC_108_MAG_00174_000000000014_56	2.7.13.3
TARA_ARC_108_MAG_00174_000000000014_57	-
TARA_ARC_108_MAG_00174_000000000014_58	-
TARA_ARC_108_MAG_00174_000000000014_59	-
TARA_ARC_108_MAG_00174_000000000014_60	-
TARA_ARC_108_MAG_00174_000000000014_61	-
TARA_ARC_108_MAG_00174_000000000014_62	-
TARA_ARC_108_MAG_00174_000000000014_63	2.1.1.163,2.1.1.201
TARA_ARC_108_MAG_00174_000000000014_64	-
TARA_ARC_108_MAG_00174_000000000014_65	-
TARA_ARC_108_MAG_00174_000000000014_66	3.5.4.19,3.6.1.31
TARA_ARC_108_MAG_00174_000000000014_67	3.6.1.31
TARA_ARC_108_MAG_00174_000000000014_68	-
TARA_ARC_108_MAG_00174_000000000014_69	-
TARA_ARC_108_MAG_00174_000000000014_70	-
TARA_ARC_108_MAG_00174_000000000014_71	-
TARA_ARC_108_MAG_00174_000000000014_72	-
TARA_ARC_108_MAG_00174_000000000014_73	-
TARA_ARC_108_MAG_00174_000000000014_74	3.4.11.9
TARA_ARC_108_MAG_00174_000000000014_75	-
TARA_ARC_108_MAG_00174_000000000014_76	-
TARA_ARC_108_MAG_00174_000000000014_77	-
TARA_ARC_108_MAG_00174_000000000014_78	-
TARA_ARC_108_MAG_00174_000000000014_79	-
TARA_ARC_108_MAG_00174_000000000014_80	-
TARA_ARC_108_MAG_00174_000000000014_81	-
TARA_ARC_108_MAG_00174_000000000014_82	6.3.3.2
TARA_ARC_108_MAG_00174_000000000014_84	4.3.1.19
TARA_ARC_108_MAG_00174_000000000015_1	4.1.1.44
TARA_ARC_108_MAG_00174_000000000015_3	-
TARA_ARC_108_MAG_00174_000000000015_4	-
TARA_ARC_108_MAG_00174_000000000015_5	-
TARA_ARC_108_MAG_00174_000000000015_6	2.7.13.3
TARA_ARC_108_MAG_00174_000000000015_7	-
TARA_ARC_108_MAG_00174_000000000015_8	1.7.5.1
TARA_ARC_108_MAG_00174_000000000015_9	1.7.5.1
TARA_ARC_108_MAG_00174_000000000015_10	-
TARA_ARC_108_MAG_00174_000000000015_11	1.7.5.1
TARA_ARC_108_MAG_00174_000000000016_1	-
TARA_ARC_108_MAG_00174_000000000016_2	-
TARA_ARC_108_MAG_00174_000000000016_3	1.3.8.7
TARA_ARC_108_MAG_00174_000000000016_4	-
TARA_ARC_108_MAG_00174_000000000016_6	-
TARA_ARC_108_MAG_00174_000000000016_7	1.1.1.83,1.1.1.93,4.1.1.73
TARA_ARC_108_MAG_00174_000000000016_8	-
TARA_ARC_108_MAG_00174_000000000016_9	-
TARA_ARC_108_MAG_00174_000000000016_10	4.1.1.82
TARA_ARC_108_MAG_00174_000000000016_11	-
TARA_ARC_108_MAG_00174_000000000016_12	-
TARA_ARC_108_MAG_00174_000000000016_13	6.2.1.1
TARA_ARC_108_MAG_00174_000000000016_14	1.2.1.84
TARA_ARC_108_MAG_00174_000000000016_15	-
TARA_ARC_108_MAG_00174_000000000016_16	-
TARA_ARC_108_MAG_00174_000000000016_17	-
TARA_ARC_108_MAG_00174_000000000016_18	2.1.1.163,2.1.1.201
TARA_ARC_108_MAG_00174_000000000016_19	-
TARA_ARC_108_MAG_00174_000000000016_20	5.1.1.3
TARA_ARC_108_MAG_00174_000000000016_21	3.6.1.22
TARA_ARC_108_MAG_00174_000000000016_22	2.3.1.15
TARA_ARC_108_MAG_00174_000000000016_23	2.1.1.242
TARA_ARC_108_MAG_00174_000000000016_25	-
TARA_ARC_108_MAG_00174_000000000016_26	2.7.4.3
TARA_ARC_108_MAG_00174_000000000016_27	-
TARA_ARC_108_MAG_00174_000000000016_28	4.1.1.31
TARA_ARC_108_MAG_00174_000000000016_29	-
TARA_ARC_108_MAG_00174_000000000016_30	-
TARA_ARC_108_MAG_00174_000000000016_31	3.6.1.9
TARA_ARC_108_MAG_00174_000000000016_32	2.7.6.5
TARA_ARC_108_MAG_00174_000000000016_33	2.1.1.190
TARA_ARC_108_MAG_00174_000000000016_34	2.5.1.47
TARA_ARC_108_MAG_00174_000000000016_35	2.7.13.3
TARA_ARC_108_MAG_00174_000000000016_36	2.6.99.2
TARA_ARC_108_MAG_00174_000000000016_37	-
TARA_ARC_108_MAG_00174_000000000016_38	-
TARA_ARC_108_MAG_00174_000000000016_39	3.1.26.3
TARA_ARC_108_MAG_00174_000000000016_40	-
TARA_ARC_108_MAG_00174_000000000016_41	3.4.21.89
TARA_ARC_108_MAG_00174_000000000016_42	-
TARA_ARC_108_MAG_00174_000000000016_43	-
TARA_ARC_108_MAG_00174_000000000016_44	3.4.21.107
TARA_ARC_108_MAG_00174_000000000016_45	-
TARA_ARC_108_MAG_00174_000000000016_46	-
TARA_ARC_108_MAG_00174_000000000016_47	-
TARA_ARC_108_MAG_00174_000000000016_48	-
TARA_ARC_108_MAG_00174_000000000016_49	1.4.3.16
TARA_ARC_108_MAG_00174_000000000016_50	-
TARA_ARC_108_MAG_00174_000000000016_52	-
TARA_ARC_108_MAG_00174_000000000016_53	6.3.1.2
TARA_ARC_108_MAG_00174_000000000016_54	3.2.2.27
TARA_ARC_108_MAG_00174_000000000016_55	6.1.1.6
TARA_ARC_108_MAG_00174_000000000016_56	-
TARA_ARC_108_MAG_00174_000000000016_58	-
TARA_ARC_108_MAG_00174_000000000016_59	4.2.3.1
TARA_ARC_108_MAG_00174_000000000016_60	1.1.1.3,2.7.2.4
TARA_ARC_108_MAG_00174_000000000016_61	5.3.4.1
TARA_ARC_108_MAG_00174_000000000016_62	-
TARA_ARC_108_MAG_00174_000000000016_63	-
TARA_ARC_108_MAG_00174_000000000016_64	2.1.1.228
TARA_ARC_108_MAG_00174_000000000016_65	-
TARA_ARC_108_MAG_00174_000000000016_66	-
TARA_ARC_108_MAG_00174_000000000016_67	3.6.5.4
TARA_ARC_108_MAG_00174_000000000016_68	-
TARA_ARC_108_MAG_00174_000000000016_69	-
TARA_ARC_108_MAG_00174_000000000016_70	-
TARA_ARC_108_MAG_00174_000000000016_71	-
TARA_ARC_108_MAG_00174_000000000016_72	-
TARA_ARC_108_MAG_00174_000000000016_73	-
TARA_ARC_108_MAG_00174_000000000016_74	2.1.3.3,2.1.3.6,2.1.3.9
TARA_ARC_108_MAG_00174_000000000016_75	3.6.3.30
TARA_ARC_108_MAG_00174_000000000016_76	2.7.1.30
TARA_ARC_108_MAG_00174_000000000016_77	2.7.13.3
TARA_ARC_108_MAG_00174_000000000016_78	-
TARA_ARC_108_MAG_00174_000000000016_79	-
TARA_ARC_108_MAG_00174_000000000016_80	2.3.1.51
TARA_ARC_108_MAG_00174_000000000016_81	-
TARA_ARC_108_MAG_00174_000000000016_82	-
TARA_ARC_108_MAG_00174_000000000016_84	-
TARA_ARC_108_MAG_00174_000000000016_85	-
TARA_ARC_108_MAG_00174_000000000016_86	3.6.1.27
TARA_ARC_108_MAG_00174_000000000016_87	2.7.7.7
TARA_ARC_108_MAG_00174_000000000016_88	-
TARA_ARC_108_MAG_00174_000000000016_89	-
TARA_ARC_108_MAG_00174_000000000016_90	-
TARA_ARC_108_MAG_00174_000000000016_91	-
TARA_ARC_108_MAG_00174_000000000016_92	-
TARA_ARC_108_MAG_00174_000000000016_93	-
TARA_ARC_108_MAG_00174_000000000016_94	-
TARA_ARC_108_MAG_00174_000000000016_95	-
TARA_ARC_108_MAG_00174_000000000016_96	-
TARA_ARC_108_MAG_00174_000000000016_97	-
TARA_ARC_108_MAG_00174_000000000016_98	-
TARA_ARC_108_MAG_00174_000000000016_99	2.7.13.3
TARA_ARC_108_MAG_00174_000000000016_100	-
TARA_ARC_108_MAG_00174_000000000016_101	-
TARA_ARC_108_MAG_00174_000000000016_102	-
TARA_ARC_108_MAG_00174_000000000016_103	-
TARA_ARC_108_MAG_00174_000000000016_104	-
TARA_ARC_108_MAG_00174_000000000016_105	-
TARA_ARC_108_MAG_00174_000000000016_106	-
TARA_ARC_108_MAG_00174_000000000016_107	-
TARA_ARC_108_MAG_00174_000000000016_108	4.1.99.3
TARA_ARC_108_MAG_00174_000000000016_109	2.7.7.73,2.7.7.80
TARA_ARC_108_MAG_00174_000000000016_110	2.1.1.297
TARA_ARC_108_MAG_00174_000000000016_111	-
TARA_ARC_108_MAG_00174_000000000016_112	1.2.1.70
TARA_ARC_108_MAG_00174_000000000016_113	-
TARA_ARC_108_MAG_00174_000000000016_114	-
TARA_ARC_108_MAG_00174_000000000016_115	2.7.1.148
TARA_ARC_108_MAG_00174_000000000017_1	2.5.1.90
TARA_ARC_108_MAG_00174_000000000017_2	-
TARA_ARC_108_MAG_00174_000000000017_3	-
TARA_ARC_108_MAG_00174_000000000017_4	-
TARA_ARC_108_MAG_00174_000000000017_5	2.7.2.11
TARA_ARC_108_MAG_00174_000000000017_6	-
TARA_ARC_108_MAG_00174_000000000017_7	-
TARA_ARC_108_MAG_00174_000000000018_1	-
TARA_ARC_108_MAG_00174_000000000018_3	-
TARA_ARC_108_MAG_00174_000000000018_6	-
TARA_ARC_108_MAG_00174_000000000018_7	-
TARA_ARC_108_MAG_00174_000000000018_8	-
TARA_ARC_108_MAG_00174_000000000018_9	-
TARA_ARC_108_MAG_00174_000000000018_10	-
TARA_ARC_108_MAG_00174_000000000018_11	-
TARA_ARC_108_MAG_00174_000000000018_12	2.3.1.234
TARA_ARC_108_MAG_00174_000000000018_13	2.3.1.15
TARA_ARC_108_MAG_00174_000000000018_14	1.13.11.81,4.1.2.25,5.1.99.8
TARA_ARC_108_MAG_00174_000000000018_15	2.7.6.3
TARA_ARC_108_MAG_00174_000000000018_16	5.3.1.9
TARA_ARC_108_MAG_00174_000000000018_17	6.3.2.1
TARA_ARC_108_MAG_00174_000000000018_18	2.1.2.11
TARA_ARC_108_MAG_00174_000000000018_19	2.7.6.3
TARA_ARC_108_MAG_00174_000000000018_20	2.7.7.19
TARA_ARC_108_MAG_00174_000000000018_22	-
TARA_ARC_108_MAG_00174_000000000018_23	-
TARA_ARC_108_MAG_00174_000000000018_24	-
TARA_ARC_108_MAG_00174_000000000018_25	-
TARA_ARC_108_MAG_00174_000000000018_26	-
TARA_ARC_108_MAG_00174_000000000018_27	-
TARA_ARC_108_MAG_00174_000000000018_28	-
TARA_ARC_108_MAG_00174_000000000018_29	-
TARA_ARC_108_MAG_00174_000000000018_30	-
TARA_ARC_108_MAG_00174_000000000018_31	2.4.1.129,3.4.16.4
TARA_ARC_108_MAG_00174_000000000018_32	-
TARA_ARC_108_MAG_00174_000000000018_33	-
TARA_ARC_108_MAG_00174_000000000018_34	-
TARA_ARC_108_MAG_00174_000000000018_35	-
TARA_ARC_108_MAG_00174_000000000019_1	-
TARA_ARC_108_MAG_00174_000000000019_2	-
TARA_ARC_108_MAG_00174_000000000019_3	-
TARA_ARC_108_MAG_00174_000000000019_4	-
TARA_ARC_108_MAG_00174_000000000019_5	-
TARA_ARC_108_MAG_00174_000000000019_6	-
TARA_ARC_108_MAG_00174_000000000019_7	-
TARA_ARC_108_MAG_00174_000000000019_8	-
TARA_ARC_108_MAG_00174_000000000019_9	2.7.6.1
TARA_ARC_108_MAG_00174_000000000019_10	1.17.1.9
TARA_ARC_108_MAG_00174_000000000019_11	1.17.1.9
TARA_ARC_108_MAG_00174_000000000020_1	4.3.2.1
TARA_ARC_108_MAG_00174_000000000020_2	-
TARA_ARC_108_MAG_00174_000000000020_3	4.6.1.1
TARA_ARC_108_MAG_00174_000000000020_5	4.1.1.20
TARA_ARC_108_MAG_00174_000000000020_6	5.1.1.7
TARA_ARC_108_MAG_00174_000000000020_7	-
TARA_ARC_108_MAG_00174_000000000020_8	-
TARA_ARC_108_MAG_00174_000000000020_9	2.7.7.65
TARA_ARC_108_MAG_00174_000000000020_10	-
TARA_ARC_108_MAG_00174_000000000020_11	2.7.13.3
TARA_ARC_108_MAG_00174_000000000020_12	-
TARA_ARC_108_MAG_00174_000000000020_13	-
TARA_ARC_108_MAG_00174_000000000020_14	-
TARA_ARC_108_MAG_00174_000000000020_15	-
TARA_ARC_108_MAG_00174_000000000020_16	-
TARA_ARC_108_MAG_00174_000000000020_17	-
TARA_ARC_108_MAG_00174_000000000020_19	-
TARA_ARC_108_MAG_00174_000000000020_20	-
TARA_ARC_108_MAG_00174_000000000020_21	-
TARA_ARC_108_MAG_00174_000000000020_22	1.6.5.5
TARA_ARC_108_MAG_00174_000000000020_23	-
TARA_ARC_108_MAG_00174_000000000020_24	-
TARA_ARC_108_MAG_00174_000000000020_25	-
TARA_ARC_108_MAG_00174_000000000020_26	-
TARA_ARC_108_MAG_00174_000000000020_27	-
TARA_ARC_108_MAG_00174_000000000020_28	-
TARA_ARC_108_MAG_00174_000000000020_29	-
TARA_ARC_108_MAG_00174_000000000020_31	4.1.1.19
TARA_ARC_108_MAG_00174_000000000020_32	2.5.1.16
TARA_ARC_108_MAG_00174_000000000020_33	-
TARA_ARC_108_MAG_00174_000000000020_34	-
TARA_ARC_108_MAG_00174_000000000021_1	-
TARA_ARC_108_MAG_00174_000000000021_2	-
TARA_ARC_108_MAG_00174_000000000021_3	-
TARA_ARC_108_MAG_00174_000000000021_4	1.5.1.38
TARA_ARC_108_MAG_00174_000000000021_5	-
TARA_ARC_108_MAG_00174_000000000021_6	1.3.8.7
TARA_ARC_108_MAG_00174_000000000021_7	-
TARA_ARC_108_MAG_00174_000000000021_8	-
TARA_ARC_108_MAG_00174_000000000021_9	6.2.1.44
TARA_ARC_108_MAG_00174_000000000021_10	-
TARA_ARC_108_MAG_00174_000000000021_11	-
TARA_ARC_108_MAG_00174_000000000021_12	-
TARA_ARC_108_MAG_00174_000000000021_13	-
TARA_ARC_108_MAG_00174_000000000021_14	-
TARA_ARC_108_MAG_00174_000000000021_15	-
TARA_ARC_108_MAG_00174_000000000021_16	1.2.1.16,1.2.1.20,1.2.1.79
TARA_ARC_108_MAG_00174_000000000021_17	-
TARA_ARC_108_MAG_00174_000000000021_18	5.3.3.18
TARA_ARC_108_MAG_00174_000000000021_19	-
TARA_ARC_108_MAG_00174_000000000021_20	-
TARA_ARC_108_MAG_00174_000000000021_21	-
TARA_ARC_108_MAG_00174_000000000021_22	-
TARA_ARC_108_MAG_00174_000000000021_23	-
TARA_ARC_108_MAG_00174_000000000021_24	6.2.1.3
TARA_ARC_108_MAG_00174_000000000021_26	-
TARA_ARC_108_MAG_00174_000000000021_27	-
TARA_ARC_108_MAG_00174_000000000021_28	-
TARA_ARC_108_MAG_00174_000000000021_29	-
TARA_ARC_108_MAG_00174_000000000021_30	-
TARA_ARC_108_MAG_00174_000000000021_31	-
TARA_ARC_108_MAG_00174_000000000021_32	-
TARA_ARC_108_MAG_00174_000000000021_33	-
TARA_ARC_108_MAG_00174_000000000021_34	-
TARA_ARC_108_MAG_00174_000000000021_35	-
TARA_ARC_108_MAG_00174_000000000021_36	4.2.99.18
TARA_ARC_108_MAG_00174_000000000021_37	2.7.7.87
TARA_ARC_108_MAG_00174_000000000021_38	-
TARA_ARC_108_MAG_00174_000000000021_39	1.6.5.3
TARA_ARC_108_MAG_00174_000000000021_40	-
TARA_ARC_108_MAG_00174_000000000022_1	1.3.8.7
TARA_ARC_108_MAG_00174_000000000022_2	-
TARA_ARC_108_MAG_00174_000000000022_3	-
TARA_ARC_108_MAG_00174_000000000022_4	-
TARA_ARC_108_MAG_00174_000000000022_5	-
TARA_ARC_108_MAG_00174_000000000022_6	-
TARA_ARC_108_MAG_00174_000000000022_7	-
TARA_ARC_108_MAG_00174_000000000022_8	1.5.1.1,1.5.1.49,1.5.1.51,4.3.1.12
TARA_ARC_108_MAG_00174_000000000022_9	-
TARA_ARC_108_MAG_00174_000000000022_10	-
TARA_ARC_108_MAG_00174_000000000022_12	-
TARA_ARC_108_MAG_00174_000000000022_13	-
TARA_ARC_108_MAG_00174_000000000022_14	-
TARA_ARC_108_MAG_00174_000000000022_15	-
TARA_ARC_108_MAG_00174_000000000022_16	-
TARA_ARC_108_MAG_00174_000000000022_17	-
TARA_ARC_108_MAG_00174_000000000022_18	-
TARA_ARC_108_MAG_00174_000000000022_19	-
TARA_ARC_108_MAG_00174_000000000023_1	-
TARA_ARC_108_MAG_00174_000000000023_2	-
TARA_ARC_108_MAG_00174_000000000023_3	-
TARA_ARC_108_MAG_00174_000000000023_4	3.5.1.5
TARA_ARC_108_MAG_00174_000000000023_5	3.5.1.5
TARA_ARC_108_MAG_00174_000000000023_6	3.5.1.5
TARA_ARC_108_MAG_00174_000000000023_7	-
TARA_ARC_108_MAG_00174_000000000023_8	-
TARA_ARC_108_MAG_00174_000000000023_9	-
TARA_ARC_108_MAG_00174_000000000023_10	-
TARA_ARC_108_MAG_00174_000000000023_11	-
TARA_ARC_108_MAG_00174_000000000023_12	-
TARA_ARC_108_MAG_00174_000000000023_13	3.5.1.54
TARA_ARC_108_MAG_00174_000000000023_14	-
TARA_ARC_108_MAG_00174_000000000023_15	-
TARA_ARC_108_MAG_00174_000000000023_16	-
TARA_ARC_108_MAG_00174_000000000023_17	-
TARA_ARC_108_MAG_00174_000000000023_18	-
TARA_ARC_108_MAG_00174_000000000023_19	-
TARA_ARC_108_MAG_00174_000000000023_20	4.4.1.5
TARA_ARC_108_MAG_00174_000000000023_21	1.14.15.3
TARA_ARC_108_MAG_00174_000000000023_22	-
TARA_ARC_108_MAG_00174_000000000023_23	-
TARA_ARC_108_MAG_00174_000000000023_24	-
TARA_ARC_108_MAG_00174_000000000023_25	-
TARA_ARC_108_MAG_00174_000000000023_26	-
TARA_ARC_108_MAG_00174_000000000023_27	-
TARA_ARC_108_MAG_00174_000000000023_28	-
TARA_ARC_108_MAG_00174_000000000023_29	1.13.12.16
TARA_ARC_108_MAG_00174_000000000023_30	-
TARA_ARC_108_MAG_00174_000000000023_31	-
TARA_ARC_108_MAG_00174_000000000023_33	-
TARA_ARC_108_MAG_00174_000000000023_34	-
TARA_ARC_108_MAG_00174_000000000023_35	-
TARA_ARC_108_MAG_00174_000000000023_36	-
TARA_ARC_108_MAG_00174_000000000023_37	-
TARA_ARC_108_MAG_00174_000000000023_38	4.1.2.13
TARA_ARC_108_MAG_00174_000000000023_39	2.7.2.3
TARA_ARC_108_MAG_00174_000000000023_40	1.2.1.12,1.2.1.72
TARA_ARC_108_MAG_00174_000000000023_41	2.2.1.1
TARA_ARC_108_MAG_00174_000000000023_42	-
TARA_ARC_108_MAG_00174_000000000023_43	2.5.1.6
TARA_ARC_108_MAG_00174_000000000023_44	3.3.1.1
TARA_ARC_108_MAG_00174_000000000023_45	1.5.1.20
TARA_ARC_108_MAG_00174_000000000023_46	-
TARA_ARC_108_MAG_00174_000000000023_47	-
TARA_ARC_108_MAG_00174_000000000023_48	3.6.3.21
TARA_ARC_108_MAG_00174_000000000023_49	-
TARA_ARC_108_MAG_00174_000000000023_50	-
TARA_ARC_108_MAG_00174_000000000023_53	-
TARA_ARC_108_MAG_00174_000000000023_54	-
TARA_ARC_108_MAG_00174_000000000023_55	2.6.1.62
TARA_ARC_108_MAG_00174_000000000023_56	2.1.1.193
TARA_ARC_108_MAG_00174_000000000023_57	-
TARA_ARC_108_MAG_00174_000000000023_58	2.3.1.9
TARA_ARC_108_MAG_00174_000000000023_59	-
TARA_ARC_108_MAG_00174_000000000023_60	-
TARA_ARC_108_MAG_00174_000000000023_61	-
TARA_ARC_108_MAG_00174_000000000023_62	-
TARA_ARC_108_MAG_00174_000000000023_63	1.1.1.29
TARA_ARC_108_MAG_00174_000000000023_64	2.1.1.67
TARA_ARC_108_MAG_00174_000000000023_65	-
TARA_ARC_108_MAG_00174_000000000023_66	-
TARA_ARC_108_MAG_00174_000000000023_67	-
TARA_ARC_108_MAG_00174_000000000023_68	-
TARA_ARC_108_MAG_00174_000000000023_69	4.2.1.20
TARA_ARC_108_MAG_00174_000000000023_70	-
TARA_ARC_108_MAG_00174_000000000023_71	-
TARA_ARC_108_MAG_00174_000000000023_72	-
TARA_ARC_108_MAG_00174_000000000023_73	-
TARA_ARC_108_MAG_00174_000000000023_74	-
TARA_ARC_108_MAG_00174_000000000023_75	-
TARA_ARC_108_MAG_00174_000000000023_76	-
TARA_ARC_108_MAG_00174_000000000023_77	1.14.19.3
TARA_ARC_108_MAG_00174_000000000023_78	-
TARA_ARC_108_MAG_00174_000000000024_2	-
TARA_ARC_108_MAG_00174_000000000024_3	-
TARA_ARC_108_MAG_00174_000000000024_4	2.1.1.33
TARA_ARC_108_MAG_00174_000000000024_5	-
TARA_ARC_108_MAG_00174_000000000024_6	-
TARA_ARC_108_MAG_00174_000000000024_7	3.6.1.66
TARA_ARC_108_MAG_00174_000000000024_8	-
TARA_ARC_108_MAG_00174_000000000024_9	-
TARA_ARC_108_MAG_00174_000000000024_10	2.3.1.31
TARA_ARC_108_MAG_00174_000000000024_11	-
TARA_ARC_108_MAG_00174_000000000024_12	-
TARA_ARC_108_MAG_00174_000000000024_13	1.5.1.2
TARA_ARC_108_MAG_00174_000000000024_14	-
TARA_ARC_108_MAG_00174_000000000024_15	-
TARA_ARC_108_MAG_00174_000000000024_16	-
TARA_ARC_108_MAG_00174_000000000024_17	-
TARA_ARC_108_MAG_00174_000000000024_18	-
TARA_ARC_108_MAG_00174_000000000024_19	-
TARA_ARC_108_MAG_00174_000000000024_20	-
TARA_ARC_108_MAG_00174_000000000024_22	2.7.7.7
TARA_ARC_108_MAG_00174_000000000025_1	-
TARA_ARC_108_MAG_00174_000000000025_2	-
TARA_ARC_108_MAG_00174_000000000025_3	-
TARA_ARC_108_MAG_00174_000000000025_4	-
TARA_ARC_108_MAG_00174_000000000025_6	-
TARA_ARC_108_MAG_00174_000000000025_7	-
TARA_ARC_108_MAG_00174_000000000025_8	6.3.4.14,6.4.1.2,6.4.1.3
TARA_ARC_108_MAG_00174_000000000025_9	-
TARA_ARC_108_MAG_00174_000000000025_10	-
TARA_ARC_108_MAG_00174_000000000025_11	-
TARA_ARC_108_MAG_00174_000000000025_13	-
TARA_ARC_108_MAG_00174_000000000025_14	-
TARA_ARC_108_MAG_00174_000000000025_15	-
TARA_ARC_108_MAG_00174_000000000025_16	-
TARA_ARC_108_MAG_00174_000000000025_17	-
TARA_ARC_108_MAG_00174_000000000025_18	-
TARA_ARC_108_MAG_00174_000000000025_19	-
TARA_ARC_108_MAG_00174_000000000025_20	-
TARA_ARC_108_MAG_00174_000000000025_21	-
TARA_ARC_108_MAG_00174_000000000025_22	-
TARA_ARC_108_MAG_00174_000000000025_23	-
TARA_ARC_108_MAG_00174_000000000025_24	-
TARA_ARC_108_MAG_00174_000000000025_26	-
TARA_ARC_108_MAG_00174_000000000025_27	-
TARA_ARC_108_MAG_00174_000000000025_28	4.3.1.17
TARA_ARC_108_MAG_00174_000000000025_30	-
TARA_ARC_108_MAG_00174_000000000025_31	6.3.4.3
TARA_ARC_108_MAG_00174_000000000025_32	1.5.1.20
TARA_ARC_108_MAG_00174_000000000025_33	2.1.2.10
TARA_ARC_108_MAG_00174_000000000025_34	-
TARA_ARC_108_MAG_00174_000000000025_35	-
TARA_ARC_108_MAG_00174_000000000025_36	-
TARA_ARC_108_MAG_00174_000000000025_37	-
TARA_ARC_108_MAG_00174_000000000025_38	-
TARA_ARC_108_MAG_00174_000000000025_39	3.5.99.2
TARA_ARC_108_MAG_00174_000000000025_40	-
TARA_ARC_108_MAG_00174_000000000025_41	2.4.1.129
TARA_ARC_108_MAG_00174_000000000025_42	-
TARA_ARC_108_MAG_00174_000000000025_43	3.1.1.75
TARA_ARC_108_MAG_00174_000000000026_1	-
TARA_ARC_108_MAG_00174_000000000026_2	2.7.1.31
TARA_ARC_108_MAG_00174_000000000026_3	2.7.1.31,3.1.3.70
TARA_ARC_108_MAG_00174_000000000026_4	2.4.1.266
TARA_ARC_108_MAG_00174_000000000026_5	2.4.1.7
TARA_ARC_108_MAG_00174_000000000026_6	1.6.5.5
TARA_ARC_108_MAG_00174_000000000026_7	-
TARA_ARC_108_MAG_00174_000000000026_8	-
TARA_ARC_108_MAG_00174_000000000027_7	-
TARA_ARC_108_MAG_00174_000000000027_8	-
TARA_ARC_108_MAG_00174_000000000027_10	2.5.1.47
TARA_ARC_108_MAG_00174_000000000027_11	-
TARA_ARC_108_MAG_00174_000000000027_12	4.2.3.3
TARA_ARC_108_MAG_00174_000000000027_13	-
TARA_ARC_108_MAG_00174_000000000027_14	-
TARA_ARC_108_MAG_00174_000000000027_15	2.7.13.3
TARA_ARC_108_MAG_00174_000000000027_16	-
TARA_ARC_108_MAG_00174_000000000027_17	-
TARA_ARC_108_MAG_00174_000000000027_18	3.4.22.70
TARA_ARC_108_MAG_00174_000000000027_19	2.3.1.51
TARA_ARC_108_MAG_00174_000000000027_20	-
TARA_ARC_108_MAG_00174_000000000027_21	-
TARA_ARC_108_MAG_00174_000000000027_22	-
TARA_ARC_108_MAG_00174_000000000027_23	-
TARA_ARC_108_MAG_00174_000000000027_24	-
TARA_ARC_108_MAG_00174_000000000027_25	-
TARA_ARC_108_MAG_00174_000000000027_26	-
TARA_ARC_108_MAG_00174_000000000027_27	-
TARA_ARC_108_MAG_00174_000000000027_28	4.2.1.117,4.2.1.3
TARA_ARC_108_MAG_00174_000000000027_29	1.16.3.1
TARA_ARC_108_MAG_00174_000000000027_30	-
TARA_ARC_108_MAG_00174_000000000027_31	2.7.13.3
TARA_ARC_108_MAG_00174_000000000027_32	-
TARA_ARC_108_MAG_00174_000000000027_33	-
TARA_ARC_108_MAG_00174_000000000027_34	-
TARA_ARC_108_MAG_00174_000000000027_35	-
TARA_ARC_108_MAG_00174_000000000027_36	-
TARA_ARC_108_MAG_00174_000000000027_37	-
TARA_ARC_108_MAG_00174_000000000027_38	-
TARA_ARC_108_MAG_00174_000000000027_39	2.1.1.80,3.1.1.61
TARA_ARC_108_MAG_00174_000000000027_40	-
TARA_ARC_108_MAG_00174_000000000027_41	-
TARA_ARC_108_MAG_00174_000000000027_42	-
TARA_ARC_108_MAG_00174_000000000027_43	-
TARA_ARC_108_MAG_00174_000000000027_44	1.4.5.1
TARA_ARC_108_MAG_00174_000000000027_45	-
TARA_ARC_108_MAG_00174_000000000027_46	-
TARA_ARC_108_MAG_00174_000000000027_47	-
TARA_ARC_108_MAG_00174_000000000027_48	-
TARA_ARC_108_MAG_00174_000000000027_49	3.6.4.12
TARA_ARC_108_MAG_00174_000000000027_51	-
TARA_ARC_108_MAG_00174_000000000027_52	2.3.1.193
TARA_ARC_108_MAG_00174_000000000027_53	-
TARA_ARC_108_MAG_00174_000000000027_54	-
TARA_ARC_108_MAG_00174_000000000028_1	-
TARA_ARC_108_MAG_00174_000000000028_2	-
TARA_ARC_108_MAG_00174_000000000028_3	-
TARA_ARC_108_MAG_00174_000000000029_1	1.1.99.1
TARA_ARC_108_MAG_00174_000000000029_2	-
TARA_ARC_108_MAG_00174_000000000029_3	-
TARA_ARC_108_MAG_00174_000000000029_4	-
TARA_ARC_108_MAG_00174_000000000029_5	-
TARA_ARC_108_MAG_00174_000000000029_7	-
