genome_id	protein_id	EC
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_12	1.13.11.81,4.1.2.25,5.1.99.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_13	2.3.1.15
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_14	3.1.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_15	2.3.1.234
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_16	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_17	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000075_18	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_1	6.3.2.13
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_2	3.4.16.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_4	2.1.1.199
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_7	3.4.13.19
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_9	1.11.1.15
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_12	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_14	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_16	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000076_17	2.3.1.207
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000077_1	2.7.1.19,2.7.1.48
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000077_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000077_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000077_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000078_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000078_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000078_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000078_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000079_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000079_2	3.1.4.14
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000079_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_3	3.5.1.97
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000080_8	1.3.8.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_1	4.1.99.19
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_2	1.3.1.34
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_3	4.2.1.17
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_5	1.1.99.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_14	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_16	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_17	2.3.1.128
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_18	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_19	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_20	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_21	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_22	3.1.13.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_23	6.2.1.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_24	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_25	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_28	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000081_29	3.6.4.12
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_8	3.1.4.46
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_9	4.4.1.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_12	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000082_13	4.2.99.18
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000083_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000083_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000084_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000084_2	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000084_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000085_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000085_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000086_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000086_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000086_3	3.5.4.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000087_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_3	2.7.6.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_4	2.7.1.148
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_6	1.2.1.70
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000088_8	2.1.1.297
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_1	2.3.2.6
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_2	1.8.1.9
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_6	3.5.2.6
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_10	3.5.1.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_11	2.8.1.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_12	2.3.1.181
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_14	3.4.16.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_16	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_17	3.4.16.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_18	2.1.1.177
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_19	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_20	2.7.7.18,3.5.4.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_21	2.7.7.7
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_22	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_23	6.1.1.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_24	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_25	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_26	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_27	2.1.1.166
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_28	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_29	2.5.1.15
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_30	5.4.2.10
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_31	5.3.1.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_32	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_33	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_34	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_35	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_36	1.4.1.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_37	3.1.3.16
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_38	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_39	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_40	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_42	2.7.2.11
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_43	1.2.1.41
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_44	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_45	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_46	2.7.7.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_47	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_48	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_49	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_50	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_51	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_52	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_53	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_54	2.5.1.47
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_55	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_56	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_57	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_58	2.10.1.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_59	3.1.3.18
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_60	2.4.1.7
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_61	2.4.1.266
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_62	2.7.1.31,3.1.3.70
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_63	2.7.1.31
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_64	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_65	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000089_66	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000090_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000090_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000090_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_2	2.1.1.107,4.2.1.75
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_3	4.2.1.75
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_4	2.5.1.61
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_7	2.7.4.8
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_8	2.7.7.6
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_9	2.7.6.5,3.1.7.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_10	3.5.99.10
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_11	2.1.1.34
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000091_12	3.6.4.12
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000092_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000092_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000092_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000092_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000093_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000093_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_1	3.4.24.70
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_3	2.1.1.163,2.1.1.201
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000094_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000095_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000095_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000096_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000096_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000096_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000096_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000096_5	2.7.13.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000096_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_2	1.8.1.7
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000097_7	3.4.24.70
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_1	4.3.2.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_2	1.14.11.47
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_5	2.7.9.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_6	2.7.11.33,2.7.4.28
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000098_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000099_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000099_2	2.7.1.167,2.7.7.70
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000099_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000099_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_12	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000100_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_1	1.9.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_3	1.16.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_4	1.16.3.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000101_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_1	3.1.1.83
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_2	3.1.1.83
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_11	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_12	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_14	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_16	4.1.1.15
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_17	6.3.2.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000102_18	2.1.2.11
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_2	3.6.4.13
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_3	1.3.1.76,2.1.1.107,4.99.1.4
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000103_7	5.4.99.28,5.4.99.29
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_4	2.7.13.3
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_8	5.3.1.26,5.3.1.6
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_9	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_10	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_11	5.3.1.5
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_12	2.7.1.17
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_13	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_14	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_15	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_16	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_17	5.1.3.32
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_18	1.6.1.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_19	1.6.1.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_20	1.6.1.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_21	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_22	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_23	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_24	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_25	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_26	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_27	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_28	3.2.1.40
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_29	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_30	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_31	1.1.1.1
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000104_32	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000105_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000105_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000105_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000105_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000105_5	3.1.11.2
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000105_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_1	3.2.1.196,3.2.1.41,3.2.1.68
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_2	1.1.1.343,1.1.1.44
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_3	1.8.4.12
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_5	1.2.1.12
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000106_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_1	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_2	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_3	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_4	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_5	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_6	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_7	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_8	
TARA_ARC_108_MAG_00179	TARA_ARC_108_MAG_00179_000000000107_9	
